TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
"@Tesco Thank you, Josh!",Tesco,27/10/2018,212.8,0.0117481203007518,16139948.0,26.24,33.556,1,0.0,"$MENTION$ Thank you, Josh!"
Check out CD - Tracey Thorn - Songs from The Falling (2015) UK POST FREE  https://t.co/UzQbfDnjjk via @eBay,eBay,29/09/2018,33.02,0.0169594185342215,8467405.0,22.738000000000003,17.202,-1,0.4,Check out CD - Tracey Thorn - Songs from The Falling (2015) UK POST FREE $URL$ via $MENTION$
@paigelav @facebook @campbell_brown Facebook just admitted they treat reports differently when the reporter is a journalist? Woah.,Facebook,31/08/2017,171.97,-0.0275047973483746,17226465.0,12.773,17.703,-1,0.0,$MENTION$ $MENTION$ $MENTION$ Facebook just admitted they treat reports differently when the reporter is a journalist? Woah.
RT @GoT_Tyrion: When Daenerys and Jon go to @Starbucks #GameofThrones https://t.co/2viarpA7WW,Starbucks,31/07/2017,53.98,0.0003705075954057,20299407.0,56.088,31.82800000000001,-1,0.0,$RESERVED$ $MENTION$: When Daenerys and Jon go to $MENTION$ $HASHTAG$ $URL$
@Klayton83 @JonnyDakota @studioteo @getongab @stripe @PayPal @joyent @realDonaldTrump Popular with Nazi's.,PayPal,28/10/2018,83.37,0.0310663308144415,13969414.0,71.995,48.559,1,0.6,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Popular with Nazi's.
Anyone notice how old the Nikes are that Trumpsters are burning? They are like from the 70’s! #NoWorries @Nike thos… https://t.co/YqtzlwGyl5,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,-1,0.1,Anyone notice how old the Nikes are that Trumpsters are burning? They are like from the $NUMBER$s! $HASHTAG$ $MENTION$ thos $URL$
RT @devabelbieber: Here are our #unlimitedMoves @Jdrewbieberhelp @justinbieber @TMobile @scooterbraun https://t.co/TKreYjSjC5,TMobile,31/03/2017,64.59,-0.0055736182071528,4431770.0,14.562,17.307000000000002,-1,0.0,$RESERVED$ $MENTION$: Here are our $HASHTAG$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $URL$
"RT @theyoungshann: @Disney, hear me out for a sec.ake an American Dragon live action series on Disney Channel, and cast my lovely cousin…",Disney,16/08/2018,112.48,-0.0032005689900426,5082522.0,18.084,15.533,1,0.184090909090909,"$RESERVED$ $MENTION$: $MENTION$, hear me out for a sec.ake an American Dragon live action series on Disney Channel, and cast my lovely cousin"
I will love unboxing the mystery gems to reveal a Disney princess!! Check out the NEW @Disney Princess Gem Collecti… https://t.co/WMCeBB2GdI,Disney,29/09/2018,116.94,-0.0147939114075594,7366846.0,15.232,13.23,1,0.78125,I will love unboxing the mystery gems to reveal a Disney princess!! Check out the NEW $MENTION$ Princess Gem Collecti $URL$
RT @Nike: Just a small-town kid with big-city dreams. #justdoit @KingJames https://t.co/okTQBM8hLI,Nike,20/10/2018,74.21,0.0305888694246059,7301200.0,46.148,29.772,1,0.0,$RESERVED$ $MENTION$: Just a small-town kid with big-city dreams. $HASHTAG$ $MENTION$ $URL$
"Check out Club Penguin: Elite Penguin Force (Nintendo DS, 2008) Disney game everyone NDS  https://t.co/jKDyv4aXr3 via @eBay",eBay,31/07/2017,35.73,0.0058774139378673,6227993.0,20.351,20.804,-1,-0.4,"Check out Club Penguin: Elite Penguin Force (Nintendo DS, $NUMBER$) Disney game everyone NDS $URL$ via $MENTION$"
RT @Reuters: JUST IN: Trump accuses attorney Avenatti of 'making false accusations' against Supreme Court nominee Kavanaugh https://t.co/6L…,Reuters,26/09/2018,50.0606,-0.0017598670411462,4494517.0,6.103,12.861,1,-0.4000000000000001,$RESERVED$ $MENTION$: JUST IN: Trump accuses attorney Avenatti of 'making false accusations' against Supreme Court nominee Kavanaugh $URL$
"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,12/09/2018,221.07,0.0010403944451984,49278740.0,22.583,17.953,-1,0.0,"$RESERVED$ $MENTION$: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
COACH White Glasses or Sunglasses Clamshell case  #Coach #eyeglasscase #stjude https://t.co/F8If2vNhuV via @eBay,eBay,16/09/2018,34.1,0.0099706744868034,5376353.0,18.239,14.535,1,0.0,COACH White Glasses or Sunglasses Clamshell case $HASHTAG$ $HASHTAG$ $HASHTAG$ $URL$ via $MENTION$
RT @Nike: Kids from Akron don’t just dream it. They do it. #justdoit https://t.co/Cmj2caP2Mq,Nike,18/10/2018,75.6,-0.008068783068783,7622219.0,46.003,30.349,1,0.0,$RESERVED$ $MENTION$: Kids from Akron dont just dream it. They do it. $HASHTAG$ $URL$
"Check out Porcelain Clown gorgeous Jackie Le Claire ""Children's Clown"" signed Juckie 0329 https://t.co/pzOhslKl3H @eBay",eBay,29/10/2018,26.82,0.0193885160328113,18291838.0,51.611,37.935,-1,0.7,"Check out Porcelain Clown gorgeous Jackie Le Claire ""Children's Clown"" signed Juckie $NUMBER$ $URL$ $MENTION$"
Check out Michael Kors Ivory Pebble Leather Satchel Top Handle Bag https://t.co/6bKQ8pnPTn @eBay,eBay,30/09/2018,33.02,0.0096910963052695,8467405.0,22.738000000000003,17.202,-1,0.5,Check out Michael Kors Ivory Pebble Leather Satchel Top Handle Bag $URL$ $MENTION$
@cultcommoncore @Starbucks Exactly how nonracist people feel about you not going to Starbucks.,Starbucks,01/02/2017,53.9,0.0411873840445268,18796871.0,25.781,18.576,-1,0.25,$MENTION$ $MENTION$ Exactly how nonracist people feel about you not going to Starbucks.
RT @intel: Artificial intelligence powered by Intel Xeon is creating new ways to solve our toughest challenges. Learn how AI is aiding a Gr…,Intel,25/09/2018,45.91,0.0163363101720758,23389874.0,22.146,20.65,1,-0.2318181818181818,$RESERVED$ $MENTION$: Artificial intelligence powered by Intel Xeon is creating new ways to solve our toughest challenges. Learn how AI is aiding a Gr
"Ice Age: The Meltdown (DVD, Full Frame) Animated  https://t.co/SkSZfus2jO via @eBay https://t.co/xzlxFiH97I",eBay,13/09/2018,34.44,-0.0211962833914052,6716827.0,17.733,14.649,-1,0.35,"Ice Age: The Meltdown (DVD, Full Frame) Animated $URL$ via $MENTION$ $URL$"
@reeses @amazon more Reese's and an amazon card..   #NotSorry  #Sweepstakes,Amazon,24/10/2018,1664.2,0.0599867804350438,6928383.0,51.051,37.781,-1,0.5,$MENTION$ $MENTION$ more Reese's and an amazon card.. $HASHTAG$ $HASHTAG$
Check out Samsung Speakers Surround Sound 5 Speakers PS-RQ80 PS-FQ80 PS-CQ80 #Samsung https://t.co/zlxIKvgiMC via @eBay,Samsung,07/08/2018,46700.0,-0.0203426124197002,9058174.0,20.23,22.141,-1,0.4,Check out Samsung Speakers Surround Sound $NUMBER$ Speakers PS-RQ80 PS-FQ80 PS-CQ80 $HASHTAG$ $URL$ via $MENTION$
Check out Celtic Necklace Silver Triskele Knot Jewelry Handmade NEW Fashion Women Chain  #Handmade https://t.co/eBiCnCHctu via @eBay,eBay,27/10/2018,27.34,-0.0018288222384784,16691760.0,54.536,37.821,-1,0.1363636363636363,Check out Celtic Necklace Silver Triskele Knot Jewelry Handmade NEW Fashion Women Chain $HASHTAG$ $URL$ via $MENTION$
Dear @McDonalds the last three times I've used the self service machines at your Westfield belconnen store they've been out of paper :(,McDonald's,24/09/2018,163.31,0.012185414242851,4375289.0,23.337,15.363,1,-0.375,Dear $MENTION$ the last three times I've used the self service machines at your Westfield belconnen store they've been out of paper $SMILEY$
"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,-1,0.0,"$RESERVED$ $MENTION$: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
RT @citronice: @Apple where's the mango emoji https://t.co/VEzsmstKdb,Apple,21/09/2018,217.66,0.0026647064228614,96246748.0,27.839,19.836,-1,0.0,$RESERVED$ $MENTION$: $MENTION$ where's the mango emoji $URL$
@NXOnNetflix @netflix I am really digging the live action anime productions now that technology allows it to be don… https://t.co/ocHCrECTth,Netflix,01/10/2018,381.43,-0.0191385050992318,8376560.0,24.05,39.488,1,0.1454545454545454,$MENTION$ $MENTION$ I am really digging the live action anime productions now that technology allows it to be don $URL$
RT @joshb2412: Retweet this if u think @netflix should bring back Drake and Josh,Netflix,30/11/2017,187.58,0.0398230088495575,6630051.0,35.174,25.384,1,0.0,$RESERVED$ $MENTION$: Retweet this if u think $MENTION$ should bring back Drake and Josh
Check out MATTHEW RICE ENGLAND HAND PAINTED TIN TEA SERVING TRAY &amp; NWOT COPCO TEA DIFFUSER  https://t.co/q7sgGC6lEm via @eBay,eBay,13/09/2018,34.44,-0.0211962833914052,6716827.0,17.733,14.649,1,0.0,Check out MATTHEW RICE ENGLAND HAND PAINTED TIN TEA SERVING TRAY &amp; NWOT COPCO TEA DIFFUSER $URL$ via $MENTION$
RT @netflix: Here's every time Jax was shirtless on Sons of Anarchy. You’re welcome. https://t.co/Yneec5q2Nq,Netflix,13/09/2018,368.15,-0.0536194485943228,8366122.0,45.955,37.74800000000001,1,0.0,$RESERVED$ $MENTION$: Here's every time Jax was shirtless on Sons of Anarchy. Youre welcome. $URL$
"RT @PayPal: Brains, brains, brains... when zombies are after you and you gotta pay fast, trust PayPal, accepted by over 90,000 gaming sites…",PayPal,23/10/2018,87.57,-0.0318602261048303,14753761.0,61.096,44.545,-1,0.2,"$RESERVED$ $MENTION$: Brains, brains, brains... when zombies are after you and you gotta pay fast, trust PayPal, accepted by over $NUMBER$ gaming sites"
Check out Gosha Rubchinskiy Russian Renaissance Tee Medium – White G010T002-D4 #GoshaRubchinskiy https://t.co/U3ahc01h94 via @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,1,0.0,Check out Gosha Rubchinskiy Russian Renaissance Tee Medium White G010T002-D4 $HASHTAG$ $URL$ via $MENTION$
RT @Reuters: VW will cover some costs of hardware retrofits for diesel cars - German minister https://t.co/wB3cTYvFPK,Reuters,02/10/2018,49.2786,0.0210091195772607,11004151.0,10.249,13.725,-1,0.0,$RESERVED$ $MENTION$: VW will cover some costs of hardware retrofits for diesel cars - German minister $URL$
RT @Apple: Everything to know about the all-new iPhone XS and XS Max in :54,Apple,15/09/2018,223.84,-0.0123749106504646,31999289.0,25.688,17.88,1,0.0,$RESERVED$ $MENTION$: Everything to know about the all-new iPhone XS and XS Max in :54
Why would they have Bad Boys on Netflix and not Bad Boys 2 when CLEARLY the second one is better @netflix,Netflix,05/08/2018,343.09,0.0041097088227579,8848367.0,38.002,42.036,1,0.05,Why would they have Bad Boys on Netflix and not Bad Boys $NUMBER$ when CLEARLY the second one is better $MENTION$
@ChrissyTheBean @erichamilton_ @larrysellers14 @Hoebitussin @dretheoutsider_ @kylekuzma @Nike Just saw this and yea… https://t.co/eZJfbG6hQv,Nike,14/09/2018,83.49,-0.0103006348065636,4884358.0,23.117,18.114,-1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Just saw this and yea $URL$
@brittaneeojeda @Karla_h22 @Starbucks is the mcdonalds of coffee,Starbucks,30/09/2017,53.71,0.0238316886985664,11944370.0,11.173,14.248,-1,0.0,$MENTION$ $MENTION$ $MENTION$ is the mcdonalds of coffee
RT @Reuters: Chemical weapons watchdog confirms Novichok use in Amesbury https://t.co/neLBdEzKVZ https://t.co/k7czAfWPOL,Reuters,04/09/2018,48.871,0.0036074563647152,2464463.0,19.369,16.923,1,0.0,$RESERVED$ $MENTION$: Chemical weapons watchdog confirms Novichok use in Amesbury $URL$ $URL$
@OliverMcGee @realDonaldTrump @facebook @Google @WhiteHouse @POTUS Whoops. They went too far.,Google,22/09/2018,1172.12,0.0018342831791967,4561119.0,20.526,17.930999999999994,1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Whoops. They went too far.
@Marlo_Davinci @JohnGar72083080 @johnrich @Nike They are trying to distract all of us with dog whistles. They don’t… https://t.co/usbMKT4wLo,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ They are trying to distract all of us with dog whistles. They dont $URL$
@Karcossa @eBay Oh man I’m gonna cry. Wish we could have paid off for you all the plans we laid the groundwork for… https://t.co/BubBwG1a7S,eBay,04/09/2018,34.8,-0.0054597701149424,6743260.0,8.721,14.554,1,0.0,$MENTION$ $MENTION$ Oh man Im gonna cry. Wish we could have paid off for you all the plans we laid the groundwork for $URL$
@CNN @CBS @NBCNews @FOX9 You ALL have a responsibility to report the facts and not opinions or biases.,CBS,29/10/2018,54.13,-0.0055422131904674,2760901.0,38.64,29.981,-1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ You ALL have a responsibility to report the facts and not opinions or biases.
@GodFriendedMe @60Minutes @CBS I heard the first pitch was “Nigerian Prince Friended Me” but then went with something more believable.,CBS,30/09/2018,57.45,-0.0156657963446476,2744527.0,13.102,18.511,-1,0.4166666666666667,$MENTION$ $MENTION$ $MENTION$ I heard the first pitch was Nigerian Prince Friended Me but then went with something more believable.
@t3k133 Venezuelan government violates human rights and @GoldmanSachs supports it and buy $2.8B worth Venezuelan Bl… https://t.co/TZysDCDF11,Goldman Sachs,31/05/2017,211.26,0.0580800908832718,8311998.0,27.804,25.851,1,0.15,$MENTION$ Venezuelan government violates human rights and $MENTION$ supports it and buy $2.8B worth Venezuelan Bl $URL$
#nofilter Check out Zippo Harley-Davidson Eagle Wings Pocket Lighter - NEW #nofilter https://t.co/G8SMRJtofz via @eBay,eBay,28/09/2018,33.02,-0.0078740157480316,8467405.0,22.738000000000003,17.202,-1,0.1363636363636363,$HASHTAG$ Check out Zippo Harley-Davidson Eagle Wings Pocket Lighter - NEW $HASHTAG$ $URL$ via $MENTION$
"After the @Nike ish, they couldn’t let Serena win",Nike,08/09/2018,80.3,-0.0047322540473224,6633912.0,21.364,18.219,-1,0.8,"After the $MENTION$ ish, they couldnt let Serena win"
@GPHustla @PlayStation @Xbox @Nintendo @Apple @Samsung @EpicGames @FortniteGame AWWW YEA,Apple,26/09/2018,220.42,-0.0125215497686234,23984706.0,20.27,20.4,-1,0.4,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ AWWW YEA
Check out ARIZONA Mens XL Shirt Short Sleeves Blue Tan Houndstooth #Arizona #PoloRugby https://t.co/g2Pb517id5 via @eBay,eBay,31/03/2017,33.57,-0.0011915400655346,10222995.0,12.663,12.648,1,0.0,Check out ARIZONA Mens XL Shirt Short Sleeves Blue Tan Houndstooth $HASHTAG$ $HASHTAG$ $URL$ via $MENTION$
RT @WebSummit: Media is being bought by big tech 🗞CEO of @salesforce Marc Benioff has just announced he is buying @TIME magazine for $190…,salesforce.com,17/09/2018,154.92,0.016589207332817,3899581.0,25.688,19.325,1,0.0,$RESERVED$ $MENTION$: Media is being bought by big tech $EMOJI$CEO of $MENTION$ Marc Benioff has just announced he is buying $MENTION$ magazine for $190
"@LeeBuback @YuseffHilton @GOPLeader @Google @jack They’re private companies, right? They’re not government-run? The… https://t.co/IaHUGM0mDa",Google,12/09/2018,1171.6,0.0051126664390577,1785833.0,15.395,16.708,-1,0.1428571428571428,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Theyre private companies, right? Theyre not government-run? The $URL$"
"Check out Vintage Jewelry Lot 1980s Necklaces, Earrings, Bracelets, Pins, Wood, Lucite  #Unbranded https://t.co/XfocG0ubi0 via @eBay",eBay,05/09/2018,34.13,0.014063873425139,8820676.0,13.54,15.493,-1,0.0,"Check out Vintage Jewelry Lot $NUMBER$s Necklaces, Earrings, Bracelets, Pins, Wood, Lucite $HASHTAG$ $URL$ via $MENTION$"
RT @PrincessVitarah: I Swallow His Kids (Music Video) https://t.co/9JrVHvBOBaAnd yes I wore nikes to support @Kaepernick7 and @Nike https…,Nike,13/09/2018,83.47,-0.0164130825446268,5382087.0,23.483,18.108,1,0.0,$RESERVED$ $MENTION$: I Swallow His Kids (Music Video) $URL$ yes I wore nikes to support $MENTION$ and $MENTION$ https
@CBS Can't even watch the episodes anymore.  So how am I suppose to watch the live feeds? The cast attack people pe… https://t.co/ikympe5Uwn,CBS,31/08/2017,64.06,-0.0048392132375897,1508741.0,17.265,18.677,-1,0.0,$MENTION$ Can't even watch the episodes anymore. So how am I suppose to watch the live feeds? The cast attack people pe $URL$
RT @RonGlass11: Check out Huge 60 + different RYAN ZIMMERMAN cards lot 2 RC 2006 - 2016 all Nationals  https://t.co/TA5JIGfHrP via @eBay,eBay,29/04/2017,33.41,-0.0119724633343309,10127598.0,28.496,18.344,1,0.2,$RESERVED$ $MENTION$: Check out Huge $NUMBER$ + different RYAN ZIMMERMAN cards lot $NUMBER$ RC $NUMBER$ - $NUMBER$ all Nationals $URL$ via $MENTION$
@Shue_Box @BDemps @mjw3786 @GoodmanHoops @Google I don't have a order in which I get disgusted. All of those coache… https://t.co/KkjxPaTB6e,Google,24/10/2018,1057.12,0.0454631451490844,2464295.0,41.453,29.601,1,-1.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ I don't have a order in which I get disgusted. All of those coache $URL$
RT @Apple: Welcome to the big screens. iPhone XS and iPhone XS Max.,Apple,30/09/2018,225.74,-0.0034996013112431,22929364.0,15.841,20.065,1,0.4,$RESERVED$ $MENTION$: Welcome to the big screens. iPhone XS and iPhone XS Max.
RT @TMobile: Almost there!Keep tweeting with #HR4HR during the World Series and we’ll donate $2/tweet to @TeamRubicon’s hurricane recove…,TMobile,28/10/2018,65.11,0.0185839348794347,7111280.0,34.61,25.734,1,0.0,$RESERVED$ $MENTION$: Almost there!Keep tweeting with $HASHTAG$ during the World Series and well donate $2/tweet to $MENTION$ hurricane recove
@Bold_To_Pray @Albertans4U @AdrianaCohen16 @realDonaldTrump @Google @bostonherald @PJMedia_com @FoxNews… https://t.co/RXmOEbYdCV,Google,01/09/2018,1231.8,0.0266682903068681,2115424.0,19.049,21.207,-1,0.0,$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $URL$
I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/HcAZuXGflE,Kroger,28/02/2017,31.8,0.0468553459119496,12856964.0,28.188,21.418000000000006,1,0.0,I just checked in $MENTION$ with $HASHTAG$ Download today! $URL$
RT @Reuters: WATCH: Starbucks opens its first branch operated entirely by staff members over age 55 https://t.co/Y6OqWeoRya,Starbucks,15/09/2018,54.75,0.0040182648401826,6827670.0,7.891,11.511,-1,0.125,$RESERVED$ $MENTION$: WATCH: Starbucks opens its first branch operated entirely by staff members over age $NUMBER$ $URL$
"@AjitPaiFCC @facebook Your children will certainly regret you are their father, I’m afraid",Facebook,30/12/2017,176.46,0.0065737277569987,10261456.0,10.039,20.337,-1,-0.1928571428571428,"$MENTION$ $MENTION$ Your children will certainly regret you are their father, Im afraid"
@verizon please get Sony to make a CDMA / Verizon compatible Xperia Compact!,Verizon,29/12/2017,52.93,0.0054789344417154,9994742.0,10.057,18.086,-1,0.0,$MENTION$ please get Sony to make a CDMA / Verizon compatible Xperia Compact!
Check out 1.5ct D/VVS1 Diamond Flower Engagement Bridal Ring Set 14k Solid White Gold Over  https://t.co/FjSNWZ2MtY via @eBay,eBay,14/09/2018,34.1,0.0002932551319647,5376353.0,18.239,14.535,1,0.0,Check out $NUMBER$ct D/VVS1 Diamond Flower Engagement Bridal Ring Set $NUMBER$k Solid White Gold Over $URL$ via $MENTION$
"@misterich @hevnsnt @Apple Mice. You always add mice to Christmas trees, you heathen! PS/2 if you have them around,… https://t.co/kNcZ121wax",Apple,20/09/2018,220.03,-0.0097713948097986,26608794.0,28.202,19.623,-1,0.0,"$MENTION$ $MENTION$ $MENTION$ Mice. You always add mice to Christmas trees, you heathen! PS/2 if you have them around, $URL$"
@Disney In two month the #rehirejamesgunn petition hopefully cracked the 500 k mark.https://t.co/tKUglqk4q2,Disney,23/09/2018,110.4,0.0110507246376811,25753718.0,15.975,10.466,1,0.0,$MENTION$ In two month the $HASHTAG$ petition hopefully cracked the $NUMBER$ k mark.$URL$
RT @Reuters: JUST IN: Trump says he thinks it's too early to say what the consequences might be over Saudi journalist Khashoggi; says Congr…,Reuters,20/10/2018,51.3383,0.0042891953960299,1949444.0,26.602,23.466,-1,0.1,$RESERVED$ $MENTION$: JUST IN: Trump says he thinks it's too early to say what the consequences might be over Saudi journalist Khashoggi; says Congr
Check out Vintage Avirex Search &amp; Rescue Mt.Everest Challenge Full Zip Sweater Men's XL  #Avirex https://t.co/KU2hrSVCUC via @eBay,eBay,30/11/2017,34.67,0.0380732621863282,16415238.0,21.166,19.543,1,0.35,Check out Vintage Avirex Search &amp; Rescue Mt.Everest Challenge Full Zip Sweater Men's XL $HASHTAG$ $URL$ via $MENTION$
RT @Reuters: Apple CEO calls $1 trillion value a 'milestone' but not a focus https://t.co/aP5lxGC3ia https://t.co/zYaO3Nqlu8,Apple,03/08/2018,207.99,-0.0851002452040964,33447396.0,35.301,23.559,-1,0.0,$RESERVED$ $MENTION$: Apple CEO calls $1 trillion value a 'milestone' but not a focus $URL$ $URL$
"RT @Reuters: Coffee-obsessed Italy has more than 57,000 cafes. Now, Starbucks is one of them https://t.co/ft8VWOV7gr https://t.co/IbPApRTaGA",Starbucks,07/09/2018,54.86,-0.0242435289828654,10231692.0,6.799,12.609000000000002,1,0.5,"$RESERVED$ $MENTION$: Coffee-obsessed Italy has more than $NUMBER$ cafes. Now, Starbucks is one of them $URL$ $URL$"
RT @Reuters: Ford Motor Chief Executive Officer James Hackett said that metals tariffs are costing the carmaker $1 billion. https://t.co/Uz…,Ford,26/09/2018,9.27,0.0625674217907227,58597487.0,25.227,23.103,-1,0.0,$RESERVED$ $MENTION$: Ford Motor Chief Executive Officer James Hackett said that metals tariffs are costing the carmaker $1 billion. $URL$
"RT @Apple: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series 4 are here. #AppleEvent",Apple,13/09/2018,226.41,-0.0356874696347333,41706377.0,25.87,17.349,-1,0.0,"$RESERVED$ $MENTION$: The all-new iPhone XS, iPhone XS Max, iPhone XR and Apple Watch Series $NUMBER$ are here. $HASHTAG$"
"RT @Reuters: U.S. official in Russia probe suggested taping Trump, 25th amendment: NYT https://t.co/Ldg1iagyEh https://t.co/OkBAz9DxL1",Reuters,21/09/2018,49.9725,0.0055090299664815,3027903.0,10.397,13.679,1,0.0,"$RESERVED$ $MENTION$: U.S. official in Russia probe suggested taping Trump, $NUMBER$th amendment: NYT $URL$ $URL$"
"Fiskars Dotted Herringbone AdvantEdge Border Punch, Large Cartridge (105690-1... https://t.co/uH5BWMYcdn via @amazon",Amazon,29/10/2018,1538.88,0.0675361301725929,13866077.0,75.873,51.7,-1,0.2142857142857142,"Fiskars Dotted Herringbone AdvantEdge Border Punch, Large Cartridge (105690-1... $URL$ via $MENTION$"
@Ford still waiting for someone to contact me. Looking to speak with customer service. https://t.co/CfeNEDfWHP,Ford,31/07/2017,11.22,-0.0044563279857398,39548561.0,18.755,19.223,1,0.0,$MENTION$ still waiting for someone to contact me. Looking to speak with customer service. $URL$
Check out 2015-16 Panini Threads 120 JEFF TEAGUE #AtlantaHawks #NBA @HOOPKARDS https://t.co/pTFJrmzwpM via @eBay,eBay,30/06/2017,34.92,-0.00028636884307,10845469.0,19.665,22.269,1,0.0,Check out $NUMBER$-16 Panini Threads $NUMBER$ JEFF TEAGUE $HASHTAG$ $HASHTAG$ $MENTION$ $URL$ via $MENTION$
RT @jpmorgan: Discover the 3 ways technology is transforming treasury. #Sibos,JPMorgan,21/10/2018,107.91,0.0016680567139283,15234549.0,26.716,20.303,1,0.0,$RESERVED$ $MENTION$: Discover the $NUMBER$ ways technology is transforming treasury. $HASHTAG$
Y'all sell milk? @ATT,AT&T,28/02/2017,41.79,0.0136396267049533,19338619.0,11.868,14.041,-1,0.0,Y'all sell milk? $MENTION$
@ReutersUK @Reuters Get FREE...Worth $500 herehttps://t.co/BvbHjKW0Rg,Reuters,30/06/2017,50.9858,0.0034558641817918,1232971.0,12.251,15.666,1,0.0,$MENTION$ $MENTION$ Get FREE...Worth $500 here$URL$
RT @lord_mchaggis: RACIST MAN REFUSES TO SIT NEXT TO  ELDERLY BLACK WOMAN on @Ryanair flight calling victim an UGLY BLACK BASTARD and Ryana…,Ryanair,20/10/2018,11.45,0.0082969432314411,1782490.0,32.293,48.479,-1,-0.2216666666666666,$RESERVED$ $MENTION$: RACIST MAN REFUSES TO SIT NEXT TO ELDERLY BLACK WOMAN on $MENTION$ flight calling victim an UGLY BLACK BASTARD and Ryana
RT @StumpforTrump: Retweet if you will not spend a dime on @Nike so long as they support anti-American Cop haters and flag kneelers! #NikeB…,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,-0.0625,$RESERVED$ $MENTION$: Retweet if you will not spend a dime on $MENTION$ so long as they support anti-American Cop haters and flag kneelers! $HASHTAG$
"RT @LarenzTate: When the love is real, nothing else matters...#Deuces #NewMovie #Netflix #DeucesTheMovie April 1 @netflix https://t.co/qfm…",Netflix,31/03/2017,147.81,-0.0178607672011366,3888237.0,18.363,16.317,-1,0.35,"$RESERVED$ $MENTION$: When the love is real, nothing else matters...$HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ April $NUMBER$ $MENTION$ $URL$"
"RT @parscale: Surprised to see @CocaCola financially support a newsletter and organization, @TheWellNews, who’s purpose is to elect Democra…",CocaCola,17/09/2018,46.32,-0.0071243523316061,8527345.0,10.73,10.271,-1,0.3,"$RESERVED$ $MENTION$: Surprised to see $MENTION$ financially support a newsletter and organization, $MENTION$, whos purpose is to elect Democra"
Bridesmaids dresses arrived today from @ASOS they look insane!!! 🖤,ASOS,30/06/2017,5749.0,0.0146112367368237,356870.0,27.046,26.299,-1,-1.0,Bridesmaids dresses arrived today from $MENTION$ they look insane!!! $EMOJI$
"RT @realscientists: I just had an awesome experience @Starbucks at Eastgate in Chapel Hill, NC. Caleb has a degree in zoology and asks his…",Starbucks,21/10/2018,58.66,-0.0003409478349811,10180500.0,32.89,21.99,1,1.0,"$RESERVED$ $MENTION$: I just had an awesome experience $MENTION$ at Eastgate in Chapel Hill, NC. Caleb has a degree in zoology and asks his"
@Saytata @johnrich @Nike I hear a branding iron removes tattoos best. John should have a re-branding at one of his… https://t.co/DT1W6haEZS,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,1.0,$MENTION$ $MENTION$ $MENTION$ I hear a branding iron removes tattoos best. John should have a re-branding at one of his $URL$
RT @netflix: If Jamey and Peter Kavinsky had a conversation https://t.co/Z9FkHzw2Js,Netflix,12/09/2018,369.95,-0.0574942559805378,10480769.0,46.107,37.963,-1,0.0,$RESERVED$ $MENTION$: If Jamey and Peter Kavinsky had a conversation $URL$
@LLubber @Disney Disney Pirate!! https://t.co/BES4Nmrl4v,Disney,10/09/2018,110.68,0.0026201662450306,4636558.0,9.099,12.177,1,0.0,$MENTION$ $MENTION$ Disney Pirate!! $URL$
